Unnamed: 0,smile,rt,mol_weight,polar_surface_area,h_bond_donors,h_bond_acceptors,rotatable_bonds,aromatic_rings,heavy_atoms
15048,O=C(c1ncn2c1CO[C@H](c1ccccc1)C2)N1CCC(C(O)=NCc2ccccc2)CC1,759.5,444.53500000000025,79.95,1,5,5,3,33
15049,CCn1ccc(C(=O)NC2CCN(C3=NS(=O)(=O)C(c4ccc(F)cc4)=C3C)CC2)n1,777.0,445.5200000000002,96.66000000000001,1,6,4,2,31
15050,Cc1ccc(NC(=O)Cn2cnc3nc(N4CCC[C@H](C(O)=NC5CC5)C4)sc3c2=O)cc1,674.5,466.56700000000023,112.71000000000001,2,8,6,3,33
15051,Cc1ccc(C(=O)N2[C@H]3CC[C@@H]2c2cnc(C)nc2C3)cn1,562.3,294.358,58.980000000000004,0,4,1,2,22
15052,Cn1c(=O)c(C(=O)NCc2ccccc2)nc2cccnc21,735.3,294.3140000000001,76.88,1,5,3,3,22
15053,O=C(c1ccc(F)cc1)N1CCC[C@@H]1C(O)=NCCc1csc(-c2ccccc2)n1,811.6,423.5130000000001,65.79,1,4,6,3,30
15054,COc1ccccc1N=C(O)Cn1ncc2c(N3CCN(c4ccccn4)CC3)ncnc21,600.1,444.4990000000002,104.79,1,9,6,4,33
15055,COc1ccc(C(=O)N2[C@@H](C(O)=NC(C)C)COC23CCN(C(=O)CC(C)(C)C)CC3)cc1,713.0,459.5870000000004,91.66999999999999,1,5,5,1,33
15056,Cc1ccc(-c2nc3ncccn3c2NCc2ccc(F)cc2)cc1C,788.6,346.4090000000001,42.22,1,4,4,4,26
15057,O=C(Cn1cnc2c(nc3n2CCCCC3)c1=O)N1CCN(c2ccc(Cl)cc2)CC1,750.5,440.9350000000002,76.25999999999999,0,7,3,3,31
15058,COC(=O)c1c(-c2ccc(C)cc2)csc1N=C(O)C1CCN(C(C)=O)CC1,932.0,400.5000000000003,79.2,1,5,4,2,28
15059,CN1CCN(CCCN=C(O)Cn2c3ccccc3c3cnn(C)c(=O)c32)CC1,560.1,396.49500000000023,78.89,1,7,6,3,29
15060,Cc1noc(C)c1Cc1c(C(=O)NC[C@@]23CCC=C2N(C)C(=O)CC3)noc1C,768.0,398.4630000000002,101.47,1,6,5,2,29
15061,COC(=O)Nc1ccc(CC(O)=NCC(F)(F)F)cc1,638.6,290.24099999999993,70.92,2,3,4,1,20
15062,O=C(c1nc(-c2cnccn2)no1)N1CCc2ccccc21,740.5,293.286,85.00999999999999,0,6,2,3,22
15063,Cc1ccc(C)c(CN=C(O)[C@@H]2CCCN(c3cnc4nccnc4c3)C2)c1,759.4,375.4760000000001,74.5,1,5,4,3,28
15064,CSc1ccccc1CN1CCC(CNC(=O)C(=O)NCC(F)(F)F)CC1,574.2,403.4700000000001,61.440000000000005,2,4,6,1,27
15065,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,635.5,371.4660000000001,89.77000000000001,1,7,5,3,26
15066,Cc1noc([C@@H]2CN(C(=O)c3ccc(Cn4ccnc4)o3)C[C@H]2C(=N)O)n1,538.3,370.3690000000001,134.27,2,8,5,3,27
15067,COc1cccc(-c2nc(-c3cn(Cc4cccc(F)c4)nn3)no2)c1,995.0,351.34100000000007,78.86,0,7,5,4,26
15068,CCCS(=O)(=O)N1CC(=O)N(c2cccc(Cl)c2C)[C@](C)(C(O)=NC2CCCC2)C1,945.8,456.0080000000003,90.28,1,4,6,1,30
15069,CCn1cc(-c2ccc(Cl)cc2)cc1C(=O)NCc1cccnc1,737.9,339.8260000000001,46.92,1,3,5,3,24
15070,CCC(O)=NC[C@]12CCC=C1N(C)C(=O)CC2,616.5,236.31499999999997,52.900000000000006,1,2,3,0,17
15071,CCN1CCn2cc(S(=O)(=O)NCc3cc(F)cc(F)c3)cc2C1=O,793.7,369.3930000000001,71.41,1,4,5,2,25
15072,CCn1c(C(=O)N2CCC[C@@H](C(O)=NCCc3ccc(S(N)(=O)=O)cc3)C2)cc2sccc21,732.6,488.6350000000002,117.98999999999998,2,6,7,3,33
15073,CCn1cc(S(=O)(=O)NCc2cccc(Cl)c2)c2cccnc21,862.1,349.8430000000001,63.99,1,4,5,3,23
15074,CCN1C(=O)COc2ccc(-c3csc(NC(=O)c4ccc(Br)cc4)n3)cc21,1082.6,458.3370000000001,71.53,1,5,4,3,28
15075,CC(C)c1ccc(-n2c3c(cc(C(=O)N4CCOCC4)c2=O)C(=O)CCC3)cc1,721.6,394.47100000000023,68.61,0,5,3,2,29
15076,Cc1noc(C)c1-c1ccc(S(=O)(=O)N2CCCCC2)cc1,961.2,320.4140000000001,63.410000000000004,0,4,3,2,22
15077,c1ccc(CC2CCN(Cc3nc(-c4ccc(N5CCCCC5)nc4)no3)CC2)cc1,802.2,417.5570000000003,58.290000000000006,0,6,6,3,31
15078,O=C(c1cc(S(=O)(=O)N2CCC[C@@H](C(O)=NCc3ccco3)C2)c[nH]1)N1CCCCCC1,770.7,462.5720000000003,119.21,2,5,6,2,32
15079,CCc1nc(-c2cccc(-c3noc(COc4ccc(OC)cc4)n3)c2)cs1,1272.3,393.468,70.27000000000001,0,7,7,4,28
15080,CCOc1ncc[nH]c1=NC1CCN(C(=O)c2ccco2)CC1,585.0,316.36100000000005,83.72,1,5,4,2,23
15081,Cn1nnc2cc(CNC(=O)c3ccc(F)cc3)ccc21,685.8,284.294,59.81,1,4,3,3,21
15082,Cc1cc(C)n(CC(=O)N2CCN(c3ccccc3)CC2)c1-c1nc(C2CC2)no1,931.8,405.5020000000003,67.4,0,6,5,3,30
15083,OC(=Nc1ccc(Cl)cc1)c1cccn1Cc1noc(C2CC2)n1,1004.6,342.7860000000001,76.44,1,5,5,3,24
15084,CN1CCN(CCN=C(O)c2ccc3c(c2)N(C)C(=O)[C@@H]2CCCCN32)CC1,571.5,385.51200000000034,62.620000000000005,1,5,4,1,28
15085,Cc1ccnc(N2CCC(C(=O)Nc3ccc(Br)cc3)CC2)n1,784.2,375.27000000000015,58.120000000000005,1,4,3,2,23
15086,CCc1nc2cc(N3CCC(C(O)=NCc4cccs4)CC3)cnc2nc1CC,816.0,409.5590000000002,74.5,1,6,6,3,29
15087,Cc1ccc(N=C(O)Cn2c(=O)n(-c3ccc(F)cc3)c(=O)c3c2cc(C)n3C)cc1Cl,945.9,454.88900000000024,81.52000000000001,1,6,4,4,32
15088,CCOc1ccc(NC(=O)N2CCC[C@@](C)(C(O)=NCc3cccc(OC)c3)C2)cc1,872.5,425.52900000000017,83.39,2,4,7,2,31
15089,Cc1nc(-c2csc(S(=O)(=O)N3CCC[C@H](C(O)=NCCc4sccc4C)C3)c2)no1,931.7,480.6370000000002,108.89,1,8,7,3,31
15090,CC1CCN(S(=O)(=O)c2ccc(-c3nnc(C(=O)NC[C@@H]4CCCO4)o3)cc2)CC1,865.0,434.5180000000003,114.63000000000001,1,7,6,2,30
15091,CN1c2ccccc2C(O)=NC12CCN(C(O)=Nc1ccccc1F)CC2,695.4,368.4120000000001,71.66,2,3,1,2,27
15092,CCCOc1nc2ccccc2nc1N1CCC[C@@H](C(O)=NCc2cccc(C)c2)C1,1224.1,418.54100000000017,70.84,1,5,7,3,31
15093,O=C(Cc1ccsc1)N1CC[C@@H](c2nc(-c3ccccc3)no2)C1,864.4,339.42,59.230000000000004,0,5,4,3,24
15094,COc1ccc(N=C(O)N2CCC[C@@H](Cn3cnc4cccnc43)C2)cc1OC,620.4,395.46300000000014,85.00000000000001,1,6,5,3,29
15095,Cc1ccc(-c2[nH]c(=Nc3ccccc3Cl)sc2CC(=O)O)cc1,1042.3,358.85000000000014,65.45,2,3,4,3,24
15096,O=C1C[C@@H](C(O)=Nc2cc(Cl)ccc2F)CN1c1ccc2c(c1)CCN2C(=O)C1CC1,835.0,441.89000000000027,73.21000000000001,1,3,4,2,31
15097,CCN1C(=O)c2c(C(O)=NCCc3ccccc3)ncn2C[C@@]1(C)C(O)=NC1CCCC1,755.9,437.54400000000027,103.31,2,5,7,2,32
15098,Cc1ccc(-c2nc3ncccn3c2Nc2ccccc2)cc1,713.6,300.36500000000007,42.22,1,4,3,4,23
15099,CCCN=C(O)NC1CCN(c2nc3ccccc3n(CC)c2=O)CC1,769.5,357.4580000000002,82.75,2,5,5,2,26
15100,Cc1cccc([C@H]2CC(=O)c3c(C)nc(N4CCN(CCO)CC4)nc3C2)c1,665.0,380.4920000000002,69.56,1,6,4,2,28
15101,Cc1noc(C)c1S(=O)(=O)Nc1cccc(-c2nc(-c3cccc(Br)c3)co2)c1,1234.9,474.3360000000001,98.23,1,6,5,4,29
15102,CCN1C(=O)COc2ccc(-c3noc(C4(c5ccccc5)CC4)n3)cc21,991.2,361.4010000000001,68.46000000000001,0,5,4,3,27
15103,O=[N+]([O-])c1cccc(C2=CCN(c3ccccc3O)C(O)=N2)c1,837.4,311.297,99.2,2,5,3,2,23
15104,CCc1noc(-c2nc(-c3cc(OC)c(OC)c(OC)c3)no2)n1,892.4,332.31600000000003,105.53000000000002,0,9,6,3,24
15105,Cc1cc(Cl)ccc1OCc1nc(-c2cccc(-c3cc[nH]n3)c2)no1,1086.6,366.80800000000005,76.83,1,5,5,4,26
15106,COc1ccc(C)cc1N=C(O)Cn1nc(N2CCSCC2)c2ccccc2c1=O,1041.6,424.5260000000002,79.95,1,7,5,3,30
15107,COc1ccc([C@H]2C(=O)N([C@H]3CC[C@@H](C)CC3)CC(=O)N2Cc2ccco2)cc1OC,882.8,426.51300000000015,72.22,0,5,6,2,31
15108,CCn1ccc(C(=O)NC[C@]23CCC=C2N(CC2CC2)C(=O)CC3)n1,770.5,342.44300000000015,67.23,1,4,6,1,25
15109,CCCCN1CCN(C(=O)c2cc(-c3ccncc3)cn2Cc2ccccc2C)CC1,576.5,416.56900000000024,41.37,0,4,7,3,31
15110,Cc1cc2c(cc1S(=O)(=O)N1CCC[C@H]1C(=O)N1CCN(c3ccccc3)CC1)O[C@H](C)C(=O)N2,814.5,498.60500000000025,99.26000000000002,1,6,4,2,35
15111,Cn1cnc(S(=O)(=O)N2CC[C@@H]3COCCN(Cc4ccccc4)[C@@H]3C2)c1,586.3,390.50900000000007,67.67,0,6,4,2,27
15112,CC(=O)c1cccc(N=C(O)Cn2cccc2-c2nc(-c3ccc4c(c3)OCO4)no2)c1,950.8,430.4200000000002,111.97,1,8,6,4,32
15113,OC(=NC1CC1)C1CCN(Cc2cc3ccccc3n2Cc2ccc(Cl)cc2)CC1,717.4,421.9720000000002,40.760000000000005,1,3,6,3,30
15114,COc1ccc(OC)c(N=C(O)Cc2csc3nc(-c4ccc(C)c(C)c4)cn23)c1,772.3,421.52200000000016,68.35,1,6,6,4,30
15115,CC(C)Cn1c(=O)c(N2CCN(C(=O)Cc3ccsc3)CC2)nc2ccncc21,653.2,411.5310000000001,71.33000000000001,0,7,5,3,29
15116,CC(C)C[C@@H](C(O)=N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(O)=NO,821.5,406.479,131.94,4,6,9,1,29
15117,CC(C)C(O)=Nc1ccc2ncnc(N3CCCC3)c2c1,590.9,284.363,61.61000000000001,1,4,3,2,21
15118,OC(=NC1CCCCCC1)C1CCN(Cc2cc3ccccc3n2Cc2ccccc2Cl)CC1,899.4,478.08000000000027,40.760000000000005,1,3,6,3,34
15119,CCc1ccccc1NS(=O)(=O)c1ccc(-c2nnc(C3CCC3)o2)o1,960.0,373.43400000000014,98.23,1,6,6,3,26
15120,O=C1C[C@H](c2noc(-c3cc(F)cc(F)c3)n2)CN1c1ccc(F)c(Cl)c1,1107.2,393.75200000000007,59.230000000000004,0,4,3,3,27
15121,CCc1ccc(NS(=O)(=O)c2cc(-c3n[nH]cc3C(=O)N3CCCC3)oc2C)cc1,757.6,428.5140000000003,108.29999999999998,2,5,6,3,30
15122,C=CCN1CCN(c2ccc3nnc(CCc4nc(-c5ccc(OC)cc5)no4)n3n2)CC1,603.2,446.5150000000002,97.71000000000001,0,10,8,4,33
15123,CCOc1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)N=C(O)CO4)CC2)cc1,800.7,459.5240000000003,117.53000000000002,2,6,6,2,32
15124,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,775.6,386.4880000000002,80.67000000000002,1,5,3,0,28
15125,CC[C@@H](Sc1nc(=O)cc(N)n1CCc1ccccc1)C(O)=Nc1nc(-c2ccccc2)cs1,877.9,491.6420000000001,106.39,2,8,9,4,34
15126,COc1ccccc1O[C@H](C)C(=O)N1CCN(c2nc(CN3CCOCC3)cs2)CC1,620.7,446.5730000000003,67.37,0,8,7,2,31
15127,Cc1cccc(CN=C(O)c2ccc3c(c2)Sc2ncccc2C(=O)N3C)c1,795.7,389.48000000000013,65.79,1,4,3,3,28
15128,COc1nccnc1N1CC[C@H](N(C)C(=O)c2ccc3c(c2)OCO3)C1,694.5,356.3820000000002,77.02000000000001,0,7,4,2,26
15129,NC(=O)C(=O)c1cn(Cc2ccc(F)cc2)c2ccccc12,810.9,296.30100000000004,65.09,1,3,4,3,22
15130,CCc1nnc(-c2ccc(=O)n(CC(O)=Nc3ccc(C)cc3F)c2)o1,692.2,356.357,93.51,1,6,5,3,26
15131,O=C(CCn1nnc2cc(S(=O)(=O)N3CCCCC3)ccc21)N1CCN(c2ccccn2)CC1,664.6,483.5980000000003,104.52999999999997,0,8,6,3,34
15132,Cc1ccc(CSc2nc(CC(O)=NCc3nnc(C)o3)cs2)cc1,724.3,374.4910000000001,84.4,1,7,7,3,25
15133,OC(=NCCc1ccncc1)c1ccc2c(c1)ncn2-c1ccccc1,550.2,342.40200000000004,63.300000000000004,1,4,5,4,26
15134,CCCCN=C(O)C1CCN(c2nc(O)c3scc(-c4cccc(C)c4)c3n2)CC1,923.2,424.5700000000002,81.84,2,6,6,3,30
15135,COC(=O)c1ccccc1N=C(O)N1CCc2nc[nH]c2C1,596.2,300.318,90.81,2,4,2,2,22
15136,CCCN(C)C(=O)c1c(C)oc2c1CN(C(=O)COC)CC2,613.2,308.37800000000004,62.99000000000001,0,4,5,1,22
15137,Cc1nn(CC(=O)N2CCCCC2)c(=O)c2c(-n3cccc3)n(-c3ccc(F)cc3)nc12,923.0,434.475,77.95,0,7,4,4,32
15138,O=C(Cn1ncn2c(cc3cc(F)ccc32)c1=O)N1CCN(c2ccccn2)CC1,605.3,406.4210000000002,75.74000000000001,0,7,3,4,30
15139,OC(=Nc1ccc(F)c(Cl)c1)c1cn2c(n1)CCCC2,648.3,293.7290000000001,50.410000000000004,1,3,2,2,20
15140,O=C(NCC1CCCCC1)c1ccc(CN2C(=O)[C@H]3CCCN3C(=O)c3ccccc32)cc1,824.2,445.5630000000002,69.72,1,3,5,2,33
15141,COc1cccc2cc(C(=O)N[C@@H]3C=CS(=O)(=O)C3)oc12,651.5,307.3270000000001,85.61,1,5,3,2,21
15142,C=CCN=C(O)NC1CCN(C2=NS(=O)(=O)C(c3ccc(C)cc3)=C2C)CC1,736.5,402.5200000000002,94.36000000000001,2,4,4,1,28
15143,CC1(C)[C@@H](OC(=O)c2ccccc2C(=O)O)[C@@]2(C)CC[C@@H]1C2,1131.8,302.3700000000001,63.60000000000001,1,3,3,1,22
15144,CCSc1nnc(N=C(O)c2nnn(-c3nc4c(s3)CCCC4)c2C)s1,1194.8,407.5500000000003,101.97000000000001,1,10,5,3,26
15145,Cc1nc2c(NC(=O)c3ccc(Cl)cc3)cccn2n1,834.8,286.72200000000004,59.290000000000006,1,4,2,3,20
15146,CCOC(=O)c1nc2cc(OC)c(OC)cc2[nH]c1=O,620.3,278.264,90.50999999999999,1,6,4,2,20
15147,CCCn1ccc2oc(C)c(C(O)=NCc3ccc(CC)cc3)c2c1=O,1165.2,352.43400000000014,67.72999999999999,1,4,6,3,26
15148,CCn1c(CCN=C(O)c2cccc(N(C)C)c2)nc2cccnc21,585.6,337.4270000000001,66.53999999999999,1,5,6,3,25
15149,CCOC(=O)c1ccc(NS(=O)(=O)N2CCOCC2)cc1,723.8,314.36300000000006,84.94,1,5,5,1,21
15150,COC(=O)c1nnn(-c2ccc(OC)cc2)c1C(=O)OC,815.3,291.2630000000001,92.54,0,8,4,2,21
15151,CCc1ccccc1N1C(=O)CN(S(=O)(=O)CC)C[C@@]1(C)C(O)=NC1CCCCCC1,956.7,449.61700000000036,90.28,1,4,6,1,31
15152,CCc1nnc([C@@H]2CC(F)(F)CN2C(=O)c2ocnc2C)o1,643.6,312.276,85.26,0,6,3,2,22
15153,CCOC(=O)c1c(C)[nH]c(C(=O)N2CCC(CC(O)=N[C@H](C)CC)CC2)c1C,714.6,391.51200000000017,94.99000000000001,2,4,7,1,28
15154,N=C(O)C1CCN(C(=O)CCCc2nc3cccnc3n2Cc2ccc(F)cc2)CC1,602.0,423.4920000000002,95.1,2,5,7,3,31
15155,Cc1cc(=NC(=O)C2CCN(C(=O)c3c[nH]c4ccccc34)CC2)[nH]o1,639.3,352.3940000000001,94.46,2,3,2,3,26
15156,Cc1ccc(S(=O)(=O)CCc2noc(C(=O)NCCN3CCC(C)CC3)n2)cc1,631.2,420.53500000000025,105.4,1,7,8,2,29
15157,O=C(c1csc(-c2ccc(N3CCCCC3)nc2)n1)N1CCN(c2ccccn2)CC1,600.2,434.5690000000002,65.46000000000001,0,7,4,3,31
15158,CC[C@H]1CC[C@H](c2nnc(-c3ccc([N+](=O)[O-])cc3)o2)CC1,1120.6,301.3460000000001,82.06,0,5,4,2,22
15159,CCc1ccc(C2=C(C)C(N3CCC(NC(O)=NC(C)C)CC3)=NS2(=O)=O)cc1,595.7,418.56300000000016,94.35999999999999,2,4,4,1,29
15160,O=C(Cn1nc(S(=O)(=O)c2cccc(F)c2)ccc1=O)N1CCN(c2ccccc2F)CC1,884.6,474.48900000000026,92.57999999999998,0,7,5,3,33
15161,CC(C)C(O)=Nc1cnc(-c2cccc(Cl)c2)nc1,975.0,275.739,58.370000000000005,1,3,3,2,19
15162,Cc1sc(N=C(O)COc2ccc(Cl)cc2)nc1-c1ccc2c(c1)N=C(O)CO2,873.1,429.8850000000002,96.53000000000002,2,6,5,3,29
15163,Cc1ccc(NC(=O)[C@]2(CCO)CCN(c3ncccn3)C2)cc1,630.3,326.40000000000003,78.35000000000001,2,5,5,2,24
15164,Cc1noc([C@@H]2CCCCCN2C(O)=NC(C)C)n1,707.7,266.34499999999997,74.75,1,4,2,1,19
15165,O=C(NC[C@@H]1CCCO1)c1nc(-c2ccnc(N3CCCCCC3)c2)no1,640.6,371.4410000000003,93.38,1,7,5,2,27
15166,Cc1noc([C@H]2CN(C(O)=Nc3ccccc3F)CC23CCOCC3)n1,694.0,360.3890000000003,83.98,1,5,2,2,26
15167,COc1cc(C(=O)N2CCC(C(O)=NCCc3cscn3)CC2)cc(OC)c1OC,630.7,433.5300000000002,93.48,1,7,8,2,30
15168,Oc1nc(N2CCOCC2)nc2c1CCN(Cc1cc(Br)ccc1F)CC2,590.6,437.3130000000001,61.720000000000006,1,6,3,2,27
15169,CC[C@@H](C)N=C(O)[C@H]1CCCN1S(=O)(=O)c1cc2c(cc1C)NC(=O)CO2,710.1,395.48100000000017,108.3,2,5,5,1,27
15170,CS(=O)(=O)N1CCC(C(=O)N2CCC[C@@H](c3nnc(-c4cccs4)o3)C2)CC1,641.7,424.54800000000023,96.61000000000001,0,7,4,2,28
15171,CCOC(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCc1c[nH]c2ccccc12,1223.0,463.58400000000023,76.97999999999999,1,7,7,5,32
15172,COCCN1C(=O)CCc2cc(NS(=O)(=O)c3ccc(C)c(C)c3)ccc21,816.1,388.48900000000015,75.71000000000001,1,4,6,2,27
15173,COc1ccc(CN2C[C@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3C2)cc1OC,659.3,424.45300000000026,77.54,0,7,6,2,31
15174,OC(=N[C@@H](c1ccccc1)c1nnc(N2CCCC2)o1)c1ccc2c(c1)OCO2,777.0,392.41500000000013,93.21000000000001,1,7,5,3,29
15175,Cc1cc(-c2nnc(-c3ccc(F)cc3)o2)c(C)n1CC(O)=Nc1cccc(F)c1,986.8,408.40800000000013,76.44,1,5,5,4,30
15176,OC(CCc1nnc2c3cc(-c4ccc(F)cc4)nn3ccn12)=NCCc1ccccn1,602.6,429.4590000000002,92.97,1,7,7,5,32
15177,C[C@@H]1Cc2ccccc2N1C(=O)CC1CCN(S(=O)(=O)c2ccc3c(c2)oc(=O)n3C)CC1,965.1,469.5630000000002,92.83000000000001,0,6,4,3,33
15178,CCc1nn2c(CN=C(O)c3ccsc3)c(-c3ccccc3)nc2s1,854.0,368.4870000000001,62.78,1,6,5,4,25
15179,Cc1cc(C)c2c(N(C)C)nc(C(=O)N[C@H](C)c3ccccn3)nc2n1,558.7,350.42600000000004,83.9,1,6,4,3,26
15180,CCCCN1C(=O)CC(C(=O)OCC)=C1C,892.3,225.28799999999995,46.61,0,3,5,0,16
15181,Cc1ccc(CS(=O)(=O)N2CCC(CN3CCC[C@@H](C)C3)CC2)cc1C,717.4,378.5820000000002,40.620000000000005,0,3,5,1,26
15182,CCCCN1C(=O)[C@@](C)(C(O)=Nc2ccc(OC)c(Cl)c2)Oc2cccnc21,1078.8,403.86600000000004,84.25000000000001,1,5,6,2,28
15183,CCCC(O)=Nc1ccc(-n2cnc(C(=O)N3CCSCC3)c2)nc1,670.8,359.4550000000001,83.61,1,6,5,2,25
15184,COc1cc(CN2CCC[C@H]2c2n[nH]c(C3CCOCC3)n2)cc(OC)c1,593.3,372.46900000000016,72.5,1,6,6,2,27
15185,CCc1ccc(CN=C(O)C2CCN(C(=O)c3ncn4c3CO[C@H](c3ccccc3)C4)CC2)cc1,756.3,472.5890000000003,79.95,1,5,6,3,35
15186,COC(=O)c1nnn(-c2ccc(C(C)C)cc2)c1C(=O)OC,996.3,303.3180000000001,83.31,0,7,4,2,22
15187,CCCc1noc(-c2cccn3c(CC(=O)N4CCSCC4)nnc23)n1,652.7,372.4540000000001,89.42,0,8,5,3,26
15188,N#Cc1cccc(-c2nc(-c3ccc4c(c3)nnn4CCN3CCCCC3)no2)c1,678.4,399.4580000000003,96.66,0,8,5,4,30
15189,CCc1cc(N2CCN(C(=O)c3ccc(Br)cc3)CC2)nc2nnc(C)n12,640.5,429.3220000000002,66.63,0,6,3,3,27
15190,COc1ccc(N2CCN(c3ccc4cc(S(=O)(=O)N5CCC(C)CC5)ccc4n3)CC2)cc1,1056.8,480.6340000000004,65.98,0,6,5,3,34
15191,CCC(C)(C)N=C(O)[C@H]1CCCN1S(=O)(=O)c1cc2c(cc1C)NC(=O)CO2,744.8,409.50800000000015,108.3,2,5,5,1,28
15192,Cc1nn2c(N3CCN(c4ccccn4)CC3)cc(C(C)(C)C)nc2c1-c1ccc(F)cc1,1092.1,444.5580000000002,49.56,0,6,3,4,33
15193,Cc1ccc(-c2nocc2CCC(O)=N[C@@H](C)c2ccc(F)cc2)cc1,953.2,352.409,58.620000000000005,1,3,6,3,26
15194,COc1cc(-c2nnc(SCC(=O)N3CCC[C@@H](C)C3)o2)cc(OC)c1OC,889.2,407.4920000000002,86.92000000000002,0,8,7,2,28
15195,COc1c(C(O)=NC(C)(C)C)sc2ccc(F)cc12,1078.5,281.35200000000003,41.82,1,3,2,2,19
15196,CCc1cccc(CC)c1N=C(O)c1cccc(OC)c1,875.1,283.371,41.82000000000001,1,2,5,2,21
15197,CCc1nncn1C1CCN(S(=O)(=O)c2ccc(C)c(C)c2)CC1,730.8,348.47200000000015,68.09,0,5,4,2,24
15198,CN(CCN=C(O)c1cc(=O)n(C)c2c1c(=O)n(C)c(=O)n2C)C1CCCCC1,624.3,403.4830000000003,101.83000000000001,1,8,5,2,29
15199,Cc1cc(C(=O)Nc2nc3c(s2)CN(C(=O)c2snnc2C)CC3)no1,659.5,390.45000000000016,114.11,1,9,3,3,26
15200,O=C(COc1ccc(Cl)cc1)Nc1ccc(-c2nc(-c3ccc(F)cc3)no2)cc1,1257.1,423.83100000000013,77.25,1,5,6,4,30
15201,O=C(C1CCN(c2ncnc3c2nc2n3CCCCC2)CC1)N1CCN(c2ncccn2)CC1,669.0,461.57400000000035,96.17,0,9,3,3,34
15202,COc1ccc(S(=O)(=O)N2C[C@@H]3CN(C(=O)CC(C)C)C[C@H](C2)O3)cc1,758.9,382.48200000000014,76.15000000000002,0,5,5,1,26
15203,Cc1cccc(CN2C(=O)CN(S(C)(=O)=O)C[C@@]2(C)C(O)=NCc2ccccc2)c1,838.4,429.54200000000014,90.28,1,4,6,2,30
15204,Cc1ccc(C(=O)N2CCC3(CC2)N=C(O)c2ccc(F)cc2N3C)cc1,763.3,367.42400000000004,56.14000000000001,1,3,1,2,27
15205,Cc1cc(C)c2c(N3CCOCC3)nc(C(=O)NC[C@@H]3CCCO3)nc2n1,584.9,371.4410000000002,89.47,1,7,4,2,27
15206,Cc1ccc(Cl)cc1N1C(=O)CN(S(C)(=O)=O)C[C@@]1(C)C(O)=NCc1ccccc1,854.5,449.96000000000026,90.28,1,4,5,2,30
15207,OC1=NCC2(CCCC2)N(Cc2ccc(F)cc2Cl)C1,668.3,296.773,35.830000000000005,1,2,2,1,20
15208,CCn1nccc1C(=O)NCCn1c(=O)n(Cc2cccc(C)c2)c2cccnc21,783.8,404.47400000000005,86.74,1,7,7,4,30
15209,CCC(C)(C)c1ccc(Oc2cccc(C(=O)O)c2)cc1,1257.9,284.35499999999996,46.53,1,2,5,2,21
15210,Cc1cccc(N=C(O)c2ncn3c2C(=O)N(C2CC2)[C@](C)(C(O)=NC2CCCC2)C3)c1C,841.8,449.5550000000004,103.31,2,5,5,2,33
15211,COCc1nc(=NCc2cccnc2)[nH]cc1C(=O)O,808.6,274.2800000000001,100.46000000000001,2,5,5,2,20
15212,COC(=O)c1c(O)nc2c(Cl)cccc2c1N[C@H](C)c1ccc(F)cc1,857.7,374.7990000000001,71.45,2,5,4,3,26
15213,COc1ccc(Cc2nc3nccc(-c4cccnc4)n3n2)cc1,691.5,317.35200000000003,65.2,0,6,4,4,24
15214,CCN1CCC2(CC1)N=C(c1ccc(C)cc1C)C[C@@H](c1cc(Cl)ccc1O)N2,667.7,411.9770000000001,47.86,2,4,3,2,29
15215,O=C(c1ccoc1)N1CCC(C(=O)N2CCCCCCN=C(O)CC2)CC1,611.6,375.4690000000002,86.35000000000001,1,4,2,1,27
15216,Cc1ccc(S(=O)(=O)N2CCC3(CC2)NCCCN=C3NC2CCCC2)cc1Cl,814.2,439.0250000000002,73.8,2,5,3,1,29
15217,Cn1c(=O)c2cc(C(O)=Nc3ccc4c(c3)OCCO4)cnc2n(-c2ccccc2)c1=O,841.8,430.42000000000013,107.94,1,8,3,4,32
15218,CCn1c(=O)c(N2CCC[C@@H](C(O)=NCc3cccc(Br)c3)C2)nc2ccccc21,1082.0,469.38300000000015,70.72,1,5,5,3,30
15219,CN1CCCn2cc(S(=O)(=O)Nc3ccc(F)cc3Cl)cc2C1=O,695.5,371.82100000000014,71.41,1,4,3,2,24
15220,CN1Cc2ccccc2-n2ccnc2C12CCN(C(=O)c1ccc(Br)o1)CC2,615.0,441.3290000000001,54.510000000000005,0,5,1,3,28
15221,[H]/N=c1\n(CCN2CCOCC2)c2ccccc2n1CC(=O)OCC,548.0,332.40400000000017,72.48,1,7,6,2,24
15222,COc1ccc(N2C[C@H](c3noc(-c4ccc(OC)cc4C)n3)CC2=O)cc1,992.2,379.4160000000001,77.69,0,6,5,3,28
15223,CCSc1nnc(-c2nn(C)c3c2CN(C(=O)CCc2ccccc2)CC3)n1C,766.7,410.5470000000002,68.84,0,7,6,3,29
